study,site_id,country,region,subject_count,site_risk_category,cluster_id,cluster_name,prob_cluster_0,prob_cluster_1,prob_cluster_2
Study_21,Site 1251,USA,AMERICA,18,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1252,USA,AMERICA,6,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.2801239403438106e-18
Study_21,Site 1253,USA,AMERICA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_21,Site 1254,USA,AMERICA,79,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.1400502679975656e-17
Study_21,Site 1255,USA,AMERICA,12,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.4734173195214711e-18
Study_21,Site 1256,USA,AMERICA,8,Medium,0,Cluster_0_Low_Risk,1.0,0.0,6.61548881695542e-19
Study_21,Site 1257,USA,AMERICA,5,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.338284220982613e-19
Study_21,Site 1258,USA,AMERICA,6,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1259,USA,AMERICA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3691631706922861e-19
Study_21,Site 126,EST,EMEA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.14488784478558e-18
Study_21,Site 1260,USA,AMERICA,9,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.624495505851688e-19
Study_21,Site 1261,USA,AMERICA,12,Medium,0,Cluster_0_Low_Risk,0.9999999999999769,0.0,2.3668788500084524e-14
Study_21,Site 1262,USA,AMERICA,20,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.9158349757764157e-16
Study_21,Site 1263,USA,AMERICA,17,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.2750423545726372e-18
Study_21,Site 1264,USA,AMERICA,7,High,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1265,USA,AMERICA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.8762291110292744e-19
Study_21,Site 1266,USA,AMERICA,6,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.2801239403438106e-18
Study_21,Site 1267,USA,AMERICA,20,Medium,0,Cluster_0_Low_Risk,0.9999999996193774,0.0,3.806227674669673e-10
Study_21,Site 1268,USA,AMERICA,5,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.338284220982613e-19
Study_21,Site 1269,USA,AMERICA,4,Medium,0,Cluster_0_Low_Risk,1.0,0.0,7.16318920134587e-19
Study_21,Site 127,EST,EMEA,5,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.0032545597637578e-18
Study_21,Site 1270,USA,AMERICA,28,Low,0,Cluster_0_Low_Risk,0.9999971895989143,0.0,2.8104010858884675e-06
Study_21,Site 1271,USA,AMERICA,19,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.313200940858773e-19
Study_21,Site 1272,USA,AMERICA,2,Medium,0,Cluster_0_Low_Risk,1.0,0.0,2.445512379912199e-19
Study_21,Site 1273,USA,AMERICA,14,Medium,0,Cluster_0_Low_Risk,1.0,0.0,6.408432617607763e-19
Study_21,Site 1274,USA,AMERICA,23,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.166018630950262e-19
Study_21,Site 1275,USA,AMERICA,4,Medium,2,Cluster_2_Average,0.0003200203728713854,0.0,0.9996799796271272
Study_21,Site 1276,USA,AMERICA,4,Medium,0,Cluster_0_Low_Risk,1.0,0.0,7.16318920134587e-19
Study_21,Site 1277,USA,AMERICA,12,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.3166350118167977e-18
Study_21,Site 1278,USA,AMERICA,6,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.743962688818995e-19
Study_21,Site 1279,USA,AMERICA,6,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1280,USA,AMERICA,18,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.5120408939532307e-18
Study_21,Site 1281,USA,AMERICA,12,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.4734173195214711e-18
Study_21,Site 1282,USA,AMERICA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.752091285031137e-18
Study_21,Site 1283,USA,AMERICA,15,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.482538527850077e-18
Study_21,Site 1284,USA,AMERICA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.8762291110292744e-19
Study_21,Site 1285,USA,AMERICA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.752091285031137e-18
Study_21,Site 1286,USA,AMERICA,14,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.1479452190298859e-18
Study_21,Site 1287,USA,AMERICA,2,High,2,Cluster_2_Average,0.0,6.261173202299586e-13,0.9999999999993747
Study_21,Site 1288,USA,AMERICA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3691631706922861e-19
Study_21,Site 1289,USA,AMERICA,5,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.338284220982613e-19
Study_21,Site 129,EST,EMEA,13,Medium,0,Cluster_0_Low_Risk,1.0,0.0,7.628120409785427e-19
Study_21,Site 1290,USA,AMERICA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_21,Site 1291,USA,AMERICA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3691631706922861e-19
Study_21,Site 1292,USA,AMERICA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_21,Site 1293,USA,AMERICA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.752091285031137e-18
Study_21,Site 1294,USA,AMERICA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.752091285031137e-18
Study_21,Site 1295,CHN,ASIA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.8762291110292744e-19
Study_21,Site 1296,CHN,ASIA,17,Medium,0,Cluster_0_Low_Risk,1.0,0.0,7.747648383063013e-19
Study_21,Site 1297,CHN,ASIA,19,Medium,0,Cluster_0_Low_Risk,1.0,0.0,8.280695881002842e-19
Study_21,Site 1298,CHN,ASIA,5,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.3707691994939683e-17
Study_21,Site 1299,CHN,ASIA,11,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 130,FRA,EMEA,18,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.5120408939532307e-18
Study_21,Site 1300,CHN,ASIA,10,High,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1301,CHN,ASIA,11,Medium,0,Cluster_0_Low_Risk,1.0,0.0,9.319460664596391e-19
Study_21,Site 1302,CHN,ASIA,34,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.0903651725448304e-18
Study_21,Site 1303,CHN,ASIA,41,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.731190970902048e-19
Study_21,Site 1304,CHN,ASIA,33,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.10060086174137e-18
Study_21,Site 1305,CHN,ASIA,30,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1306,CHN,ASIA,7,Medium,0,Cluster_0_Low_Risk,1.0,0.0,8.360348978914951e-19
Study_21,Site 1307,CHN,ASIA,6,Medium,2,Cluster_2_Average,2.0675146156834874e-09,0.0,0.9999999979324841
Study_21,Site 1308,CHN,ASIA,17,Medium,0,Cluster_0_Low_Risk,1.0,0.0,6.909565292676629e-19
Study_21,Site 1309,CHN,ASIA,10,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.8204379270000825e-19
Study_21,Site 131,FRA,EMEA,18,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.4667648046397617e-18
Study_21,Site 1310,CHN,ASIA,19,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.354004169799485e-18
Study_21,Site 1311,CHN,ASIA,7,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.0913889908221326e-19
Study_21,Site 1312,CHN,ASIA,10,Medium,0,Cluster_0_Low_Risk,1.0,0.0,8.456494157767143e-19
Study_21,Site 1313,CHN,ASIA,16,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1314,CHN,ASIA,2,High,0,Cluster_0_Low_Risk,1.0,0.0,6.929863341014004e-19
Study_21,Site 1315,CHN,ASIA,5,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.338284220982613e-19
Study_21,Site 1316,CHN,ASIA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.0838032998698223e-18
Study_21,Site 1317,CHN,ASIA,5,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.3707691994939683e-17
Study_21,Site 1318,CHN,ASIA,5,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1319,JPN,ASIA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_21,Site 132,FRA,EMEA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.3913710363436017e-18
Study_21,Site 1320,JPN,ASIA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_21,Site 1321,JPN,ASIA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.8762291110292744e-19
Study_21,Site 1322,JPN,ASIA,2,Medium,0,Cluster_0_Low_Risk,1.0,0.0,2.445512379912199e-19
Study_21,Site 1323,JPN,ASIA,5,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1324,JPN,ASIA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_21,Site 1325,JPN,ASIA,4,Medium,0,Cluster_0_Low_Risk,1.0,0.0,5.70125126212811e-17
Study_21,Site 1326,JPN,ASIA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3691631706922861e-19
Study_21,Site 1327,JPN,ASIA,2,Medium,0,Cluster_0_Low_Risk,1.0,0.0,2.445512379912199e-19
Study_21,Site 1328,JPN,ASIA,2,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1329,JPN,ASIA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3691631706922861e-19
Study_21,Site 1330,AUS,ASIA,12,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.4734173195214711e-18
Study_21,Site 1331,AUS,ASIA,22,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.5189095803286914e-18
Study_21,Site 1332,AUS,ASIA,31,Medium,0,Cluster_0_Low_Risk,1.0,0.0,4.690070167594644e-19
Study_21,Site 1333,AUS,ASIA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.971198049483983e-19
Study_21,Site 1334,AUS,ASIA,5,Medium,0,Cluster_0_Low_Risk,0.9999997197614088,0.0,2.80238590969788e-07
Study_21,Site 1335,AUS,ASIA,16,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1336,AUS,ASIA,5,High,0,Cluster_0_Low_Risk,0.9999996247838603,0.0,3.7521613827331086e-07
Study_21,Site 1337,AUS,ASIA,14,Medium,0,Cluster_0_Low_Risk,1.0,0.0,5.627987162768114e-19
Study_21,Site 1338,AUS,ASIA,19,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.5015560375075028e-18
Study_21,Site 1339,AUS,ASIA,76,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.2480083640851636e-19
Study_21,Site 1340,AUS,ASIA,9,Medium,0,Cluster_0_Low_Risk,1.0,0.0,7.545440940023929e-19
Study_21,Site 1341,AUS,ASIA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_21,Site 1342,AUS,ASIA,4,Medium,0,Cluster_0_Low_Risk,1.0,0.0,4.063475478738931e-19
Study_21,Site 1343,AUS,ASIA,29,Medium,0,Cluster_0_Low_Risk,1.0,0.0,5.757470908385714e-19
Study_21,Site 1344,AUS,ASIA,4,Medium,0,Cluster_0_Low_Risk,1.0,0.0,7.16318920134587e-19
Study_21,Site 1345,BEL,EMEA,16,Medium,0,Cluster_0_Low_Risk,1.0,0.0,9.445834148404482e-19
Study_21,Site 1346,BEL,EMEA,12,Medium,0,Cluster_0_Low_Risk,1.0,0.0,2.302150504912873e-17
Study_21,Site 1347,BEL,EMEA,17,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.333873562144245e-19
Study_21,Site 1348,BEL,EMEA,12,Medium,0,Cluster_0_Low_Risk,1.0,0.0,9.213338381853794e-18
Study_21,Site 1349,BEL,EMEA,5,Medium,0,Cluster_0_Low_Risk,1.0,0.0,6.190259474494831e-18
Study_21,Site 1350,BEL,EMEA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3691631706922861e-19
Study_21,Site 1351,BEL,EMEA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.752091285031137e-18
Study_21,Site 1352,BEL,EMEA,24,Medium,0,Cluster_0_Low_Risk,0.999999999993638,0.0,6.3620013371084e-12
Study_21,Site 1353,BEL,EMEA,28,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1354,BEL,EMEA,9,Medium,0,Cluster_0_Low_Risk,1.0,0.0,5.243365288724597e-18
Study_21,Site 1355,BEL,EMEA,25,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1356,BEL,EMEA,20,Low,0,Cluster_0_Low_Risk,0.9999991823205953,0.0,8.176794046310139e-07
Study_21,Site 1357,BEL,EMEA,6,High,0,Cluster_0_Low_Risk,1.0,0.0,2.165369917226023e-18
Study_21,Site 1358,BEL,EMEA,22,Medium,0,Cluster_0_Low_Risk,1.0,0.0,7.290178199201749e-19
Study_21,Site 1359,BGR,EMEA,65,Medium,0,Cluster_0_Low_Risk,1.0,0.0,2.3038255323808603e-19
Study_21,Site 1360,BGR,EMEA,30,Medium,0,Cluster_0_Low_Risk,1.0,0.0,5.792195308107841e-19
Study_21,Site 1361,BGR,EMEA,11,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1362,BGR,EMEA,86,Low,0,Cluster_0_Low_Risk,0.9999999999999805,0.0,2.0420554182337916e-14
Study_21,Site 1363,BGR,EMEA,22,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1364,BGR,EMEA,65,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.1232554565993555e-16
Study_21,Site 1365,BGR,EMEA,25,Medium,0,Cluster_0_Low_Risk,1.0,0.0,7.63285701549766e-19
Study_21,Site 1366,BGR,EMEA,25,Low,0,Cluster_0_Low_Risk,0.9999999999759304,0.0,2.4068931362701038e-11
Study_21,Site 1367,BGR,EMEA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.1220245390959e-17
Study_21,Site 1368,BGR,EMEA,25,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.5145157889645834e-18
Study_21,Site 1369,BGR,EMEA,54,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1370,BGR,EMEA,77,Medium,0,Cluster_0_Low_Risk,1.0,0.0,6.035139836290505e-19
Study_21,Site 1371,BGR,EMEA,56,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1372,BGR,EMEA,60,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.202611255706555e-19
Study_21,Site 1373,BGR,EMEA,26,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.7764735448535417e-18
Study_21,Site 1374,BGR,EMEA,30,Low,0,Cluster_0_Low_Risk,1.0,0.0,7.874531923599662e-19
Study_21,Site 1375,BGR,EMEA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.383305429752128e-19
Study_21,Site 1376,BGR,EMEA,24,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1377,BGR,EMEA,55,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.0106877681638424e-18
Study_21,Site 1378,BGR,EMEA,10,Medium,0,Cluster_0_Low_Risk,1.0,0.0,8.456494157767143e-19
Study_21,Site 1379,BGR,EMEA,35,Medium,0,Cluster_0_Low_Risk,1.0,0.0,2.1252500179105374e-17
Study_21,Site 1380,BGR,EMEA,22,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.2125346178646e-19
Study_21,Site 1381,BGR,EMEA,46,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1382,BGR,EMEA,3,Medium,0,Cluster_0_Low_Risk,1.0,0.0,4.473371764883364e-19
Study_21,Site 1383,BGR,EMEA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.383305429752128e-19
Study_21,Site 1384,BGR,EMEA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3691631706922861e-19
Study_21,Site 1385,BGR,EMEA,28,Low,0,Cluster_0_Low_Risk,1.0,0.0,9.346104365309846e-19
Study_21,Site 1386,BGR,EMEA,17,Low,0,Cluster_0_Low_Risk,1.0,0.0,9.819875776858146e-19
Study_21,Site 1387,BGR,EMEA,17,Low,0,Cluster_0_Low_Risk,0.9999999999999698,0.0,2.997219785900088e-14
Study_21,Site 1388,COL,AMERICA,33,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.1100919875717685e-18
Study_21,Site 1389,COL,AMERICA,113,Medium,2,Cluster_2_Average,4.757427540013156e-291,0.0,1.0
Study_21,Site 1390,COL,AMERICA,90,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1391,COL,AMERICA,9,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.0192398904031088e-16
Study_21,Site 1392,COL,AMERICA,49,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.208185605331923e-18
Study_21,Site 1393,COL,AMERICA,11,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1394,CZE,EMEA,35,Low,0,Cluster_0_Low_Risk,1.0,0.0,9.1373593920308e-19
Study_21,Site 1395,CZE,EMEA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.3913710363436017e-18
Study_21,Site 1396,CZE,EMEA,10,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.8204379270000825e-19
Study_21,Site 1397,CZE,EMEA,42,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.695403050857294e-19
Study_21,Site 1398,CZE,EMEA,5,Medium,0,Cluster_0_Low_Risk,1.0,0.0,5.319788727090133e-19
Study_21,Site 1399,CZE,EMEA,87,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 14,SVK,EMEA,62,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7841534736905816e-19
Study_21,Site 1400,CZE,EMEA,99,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1401,CZE,EMEA,8,Low,0,Cluster_0_Low_Risk,0.994590505255059,0.0,0.005409494744940269
Study_21,Site 1402,CZE,EMEA,23,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1403,CZE,EMEA,4,Medium,0,Cluster_0_Low_Risk,1.0,0.0,7.16318920134587e-19
Study_21,Site 1404,CZE,EMEA,11,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.6361758267696902e-15
Study_21,Site 1405,CZE,EMEA,39,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.2675070849270037e-17
Study_21,Site 1406,CZE,EMEA,12,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1407,CZE,EMEA,35,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.286149748242657e-18
Study_21,Site 1408,CZE,EMEA,18,Medium,0,Cluster_0_Low_Risk,1.0,0.0,6.572624699785963e-19
Study_21,Site 1409,CZE,EMEA,17,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1410,CZE,EMEA,40,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.091634635397314e-19
Study_21,Site 1411,CZE,EMEA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.3913710363436017e-18
Study_21,Site 1412,CZE,EMEA,57,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.415482743962548e-19
Study_21,Site 1413,CZE,EMEA,42,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1414,CZE,EMEA,21,Medium,0,Cluster_0_Low_Risk,1.0,0.0,7.569461107382888e-19
Study_21,Site 1415,CZE,EMEA,91,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1416,CZE,EMEA,20,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.2941529852830076e-15
Study_21,Site 1417,CZE,EMEA,60,Medium,0,Cluster_0_Low_Risk,1.0,0.0,2.0160862720811176e-19
Study_21,Site 1418,CZE,EMEA,24,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.123479549914202e-18
Study_21,Site 1419,CZE,EMEA,14,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3899706337102085e-18
Study_21,Site 1420,CZE,EMEA,25,Medium,0,Cluster_0_Low_Risk,0.9999999998070024,0.0,1.9299743577607657e-10
Study_21,Site 1421,DNK,EMEA,40,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.763182235169024e-19
Study_21,Site 1422,DNK,EMEA,7,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.0913889908221326e-19
Study_21,Site 1423,DNK,EMEA,18,Medium,0,Cluster_0_Low_Risk,1.0,0.0,8.028779374303227e-19
Study_21,Site 1424,DNK,EMEA,16,Medium,0,Cluster_0_Low_Risk,1.0,0.0,8.494468576713373e-19
Study_21,Site 1425,DNK,EMEA,12,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.0116590494678081e-18
Study_21,Site 1426,DNK,EMEA,36,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1427,DNK,EMEA,19,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.313200940858773e-19
Study_21,Site 1428,DNK,EMEA,26,Medium,0,Cluster_0_Low_Risk,1.0,0.0,7.34358797260081e-18
Study_21,Site 1429,DNK,EMEA,5,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.0032545597637578e-18
Study_21,Site 1430,HUN,EMEA,15,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.6870583903033644e-18
Study_21,Site 1431,HUN,EMEA,48,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.485040240715646e-19
Study_21,Site 1432,HUN,EMEA,45,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1433,HUN,EMEA,32,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1434,HUN,EMEA,13,Medium,0,Cluster_0_Low_Risk,1.0,0.0,8.046125364369494e-19
Study_21,Site 1435,HUN,EMEA,7,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.584232702318122e-18
Study_21,Site 1436,HUN,EMEA,79,Medium,0,Cluster_0_Low_Risk,1.0,0.0,2.3615674813837163e-19
Study_21,Site 1437,HUN,EMEA,49,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.101287377587408e-17
Study_21,Site 1438,HUN,EMEA,63,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1439,HUN,EMEA,24,Medium,0,Cluster_0_Low_Risk,1.0,0.0,6.352721477422043e-19
Study_21,Site 1440,HUN,EMEA,14,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1441,HUN,EMEA,19,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1442,HUN,EMEA,25,Low,0,Cluster_0_Low_Risk,1.0,0.0,9.203782994481598e-19
Study_21,Site 1443,HUN,EMEA,29,Medium,0,Cluster_0_Low_Risk,1.0,0.0,3.980626793334956e-18
Study_21,Site 1444,HUN,EMEA,36,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1445,HUN,EMEA,16,Medium,0,Cluster_0_Low_Risk,1.0,0.0,4.703170836686479e-19
Study_21,Site 1446,HUN,EMEA,80,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1447,HUN,EMEA,5,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1448,HUN,EMEA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.5582502035872926e-18
Study_21,Site 1449,HUN,EMEA,3,Medium,0,Cluster_0_Low_Risk,1.0,0.0,4.473371764883364e-19
Study_21,Site 1450,HUN,EMEA,2,Medium,0,Cluster_0_Low_Risk,1.0,0.0,2.445512379912199e-19
Study_21,Site 1451,ISR,EMEA,11,Medium,0,Cluster_0_Low_Risk,1.0,0.0,9.319460664596391e-19
Study_21,Site 1452,ISR,EMEA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_21,Site 1453,ISR,EMEA,15,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.6870583903033644e-18
Study_21,Site 1454,ISR,EMEA,9,High,0,Cluster_0_Low_Risk,1.0,0.0,2.331832671198829e-19
Study_21,Site 1455,ISR,EMEA,26,Medium,0,Cluster_0_Low_Risk,1.0,0.0,6.266313791932391e-19
Study_21,Site 1456,ISR,EMEA,83,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1457,ISR,EMEA,6,High,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1458,ISR,EMEA,99,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1459,LVA,EMEA,25,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.3209664858102913e-18
Study_21,Site 1460,LVA,EMEA,4,Medium,0,Cluster_0_Low_Risk,1.0,0.0,7.16318920134587e-19
Study_21,Site 1461,LVA,EMEA,19,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.5015560375075028e-18
Study_21,Site 1462,LVA,EMEA,5,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.338284220982613e-19
Study_21,Site 1463,LVA,EMEA,19,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.313200940858773e-19
Study_21,Site 1464,LVA,EMEA,14,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1465,LVA,EMEA,11,High,0,Cluster_0_Low_Risk,1.0,0.0,5.02457516055052e-19
Study_21,Site 1466,LTU,EMEA,34,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1467,LTU,EMEA,101,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1468,LTU,EMEA,84,Medium,0,Cluster_0_Low_Risk,1.0,0.0,4.835753859844378e-16
Study_21,Site 1469,LTU,EMEA,39,Medium,0,Cluster_0_Low_Risk,1.0,0.0,7.516605999542425e-19
Study_21,Site 1470,LTU,EMEA,40,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.710186337798944e-19
Study_21,Site 1471,LTU,EMEA,80,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1472,LTU,EMEA,28,Low,0,Cluster_0_Low_Risk,1.0,0.0,7.821829074849316e-19
Study_21,Site 1473,LTU,EMEA,19,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.244303840906776e-18
Study_21,Site 1474,LTU,EMEA,26,Medium,0,Cluster_0_Low_Risk,1.0,0.0,5.541977716347806e-19
Study_21,Site 1475,LTU,EMEA,4,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1476,LTU,EMEA,24,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1477,MYS,ASIA,24,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1478,MYS,ASIA,23,Low,0,Cluster_0_Low_Risk,1.0,0.0,9.555331809523976e-19
Study_21,Site 1479,MYS,ASIA,40,Medium,0,Cluster_0_Low_Risk,1.0,0.0,4.346782106295041e-18
Study_21,Site 148,ITA,EMEA,6,Medium,0,Cluster_0_Low_Risk,1.0,0.0,6.807850199878105e-19
