study,site_id,country,region,subject_count,site_risk_category,cluster_id,cluster_name,prob_cluster_0,prob_cluster_1,prob_cluster_2
Study_4,Site 138,ESP,EMEA,23,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.40218144093687e-16
Study_4,Site 139,ESP,EMEA,53,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.7413663417416986e-16
Study_4,Site 14,CAN,AMERICA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3691631706922861e-19
Study_4,Site 140,ESP,EMEA,27,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.888796125985036e-16
Study_4,Site 141,ESP,EMEA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.149248740216802e-18
Study_4,Site 142,ESP,EMEA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.1898786744376856e-19
Study_4,Site 143,ESP,EMEA,17,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.333873562144245e-19
Study_4,Site 144,ESP,EMEA,10,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.8204379270000825e-19
Study_4,Site 145,ESP,EMEA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.207844146722956e-18
Study_4,Site 146,ESP,EMEA,16,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.7795206167263174e-18
Study_4,Site 147,SWE,EMEA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.8762291110292744e-19
Study_4,Site 148,SWE,EMEA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.383305429752128e-19
Study_4,Site 149,SWE,EMEA,7,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.0913889908221326e-19
Study_4,Site 15,CAN,AMERICA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3691631706922861e-19
Study_4,Site 150,CHE,EMEA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.8762291110292744e-19
Study_4,Site 151,CHE,EMEA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.8762291110292744e-19
Study_4,Site 152,CHE,EMEA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_4,Site 153,GBR,EMEA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.081026936093721e-19
Study_4,Site 154,GBR,EMEA,6,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.743962688818995e-19
Study_4,Site 155,GBR,EMEA,4,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_4,Site 156,GBR,EMEA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3880346217694247e-17
Study_4,Site 157,GBR,EMEA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3691631706922861e-19
Study_4,Site 158,GBR,EMEA,6,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_4,Site 159,GBR,EMEA,5,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.338284220982613e-19
Study_4,Site 16,CAN,AMERICA,5,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.3707691994939683e-17
Study_4,Site 160,GBR,EMEA,3,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_4,Site 161,CZE,EMEA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.9731532133981565e-18
Study_4,Site 162,CZE,EMEA,18,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.329302127631424e-19
Study_4,Site 163,CAN,AMERICA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_4,Site 164,CAN,AMERICA,14,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.977878557370762e-18
Study_4,Site 165,CHN,ASIA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_4,Site 166,CHN,ASIA,5,Low,2,Cluster_2_Average,9.784539942831103e-22,0.0,1.0
Study_4,Site 167,CHN,ASIA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_4,Site 168,CHN,ASIA,17,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.333873562144245e-19
Study_4,Site 169,CHN,ASIA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_4,Site 170,CHN,ASIA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.200060457828255e-18
Study_4,Site 171,CHN,ASIA,19,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.964569253914164e-19
Study_4,Site 172,CHN,ASIA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.149248740216802e-18
Study_4,Site 173,CHN,ASIA,7,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.0913889908221326e-19
Study_4,Site 174,CHN,ASIA,14,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.914838753246898e-18
Study_4,Site 175,CHN,ASIA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999858,1.3140465175589027e-14,1.021779622890848e-24
Study_4,Site 176,HKG,ASIA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_4,Site 177,JPN,ASIA,7,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.207306357135498e-17
Study_4,Site 178,JPN,ASIA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_4,Site 179,JPN,ASIA,6,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.743962688818995e-19
Study_4,Site 18,JPN,ASIA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_4,Site 180,JPN,ASIA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.8762291110292744e-19
Study_4,Site 181,JPN,ASIA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_4,Site 182,JPN,ASIA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_4,Site 183,JPN,ASIA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3691631706922861e-19
Study_4,Site 184,JPN,ASIA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.149248740216802e-18
Study_4,Site 185,JPN,ASIA,6,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.0362880384357735e-18
Study_4,Site 186,JPN,ASIA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_4,Site 187,JPN,ASIA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_4,Site 188,JPN,ASIA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_4,Site 189,JPN,ASIA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_4,Site 190,USA,AMERICA,27,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.888796125985036e-16
Study_4,Site 191,USA,AMERICA,21,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7808623016297714e-18
Study_4,Site 192,USA,AMERICA,5,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.8873770778000986e-19
Study_4,Site 193,USA,AMERICA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_4,Site 194,USA,AMERICA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.11738297261024e-18
Study_4,Site 195,USA,AMERICA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3691631706922861e-19
Study_4,Site 196,USA,AMERICA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.149248740216802e-18
Study_4,Site 197,USA,AMERICA,6,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.0362880384357735e-18
Study_4,Site 198,USA,AMERICA,20,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.287372390067869e-19
Study_4,Site 199,USA,AMERICA,6,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.0362880384357735e-18
Study_4,Site 20,JPN,ASIA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.8762291110292744e-19
Study_4,Site 200,USA,AMERICA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.383305429752128e-19
Study_4,Site 201,USA,AMERICA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.383305429752128e-19
Study_4,Site 202,USA,AMERICA,19,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.313200940858773e-19
Study_4,Site 203,USA,AMERICA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_4,Site 204,USA,AMERICA,6,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.404488920971809e-19
Study_4,Site 205,USA,AMERICA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.8762291110292744e-19
Study_4,Site 206,USA,AMERICA,20,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.4836049555018974e-18
Study_4,Site 207,USA,AMERICA,10,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.8204379270000825e-19
Study_4,Site 208,USA,AMERICA,4,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.8437733768926313e-19
Study_4,Site 209,USA,AMERICA,4,Medium,0,Cluster_0_Low_Risk,1.0,0.0,5.420117954121611e-158
Study_4,Site 210,USA,AMERICA,6,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.2801239403438106e-18
Study_4,Site 211,USA,AMERICA,14,Medium,0,Cluster_0_Low_Risk,1.0,0.0,3.513980183926525e-132
Study_4,Site 212,USA,AMERICA,14,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.676257119541777e-18
Study_4,Site 213,USA,AMERICA,7,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.16582611930316e-18
Study_4,Site 214,USA,AMERICA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_4,Site 215,USA,AMERICA,27,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.6639927885815227e-16
Study_4,Site 216,USA,AMERICA,11,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.0229093210285245e-18
Study_4,Site 217,USA,AMERICA,7,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.0913889908221326e-19
Study_4,Site 218,USA,AMERICA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.383305429752128e-19
Study_4,Site 219,USA,AMERICA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_4,Site 22,JPN,ASIA,6,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.743962688818995e-19
Study_4,Site 220,USA,AMERICA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_4,Site 221,USA,AMERICA,9,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.624495505851688e-19
Study_4,Site 222,USA,AMERICA,9,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.154451127246333e-18
Study_4,Site 223,USA,AMERICA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_4,Site 224,USA,AMERICA,9,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.624495505851688e-19
Study_4,Site 225,USA,AMERICA,11,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.0229093210285245e-18
Study_4,Site 226,USA,AMERICA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.6618190104519726e-18
Study_4,Site 227,USA,AMERICA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_4,Site 228,USA,AMERICA,10,Medium,0,Cluster_0_Low_Risk,1.0,0.0,4.7098196328461574e-17
Study_4,Site 229,USA,AMERICA,10,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.8204379270000825e-19
Study_4,Site 230,USA,AMERICA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.8762291110292744e-19
Study_4,Site 231,USA,AMERICA,18,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.329302127631424e-19
Study_4,Site 232,USA,AMERICA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_4,Site 233,USA,AMERICA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_4,Site 234,USA,AMERICA,5,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.0032545597637578e-18
Study_4,Site 235,USA,AMERICA,10,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.8204379270000825e-19
Study_4,Site 236,USA,AMERICA,26,Low,0,Cluster_0_Low_Risk,0.9999999999989431,0.0,1.0575565086581788e-12
Study_4,Site 237,USA,AMERICA,9,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.624495505851688e-19
Study_4,Site 238,USA,AMERICA,12,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.285675540399621e-19
Study_4,Site 239,USA,AMERICA,12,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.285675540399621e-19
Study_4,Site 240,USA,AMERICA,9,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.848688746018764e-18
Study_4,Site 241,USA,AMERICA,4,Medium,0,Cluster_0_Low_Risk,1.0,0.0,0.0
Study_4,Site 242,USA,AMERICA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3691631706922861e-19
Study_4,Site 243,USA,AMERICA,12,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.286565544592056e-19
Study_4,Site 244,USA,AMERICA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_4,Site 245,USA,AMERICA,23,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.396929708098444e-18
Study_4,Site 246,USA,AMERICA,6,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.743962688818995e-19
Study_4,Site 247,USA,AMERICA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3691631706922861e-19
Study_4,Site 248,USA,AMERICA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3691631706922861e-19
Study_4,Site 249,USA,AMERICA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_4,Site 25,USA,AMERICA,6,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.743962688818995e-19
Study_4,Site 250,USA,AMERICA,7,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.0913889908221326e-19
Study_4,Site 251,USA,AMERICA,10,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.42972975725001e-18
Study_4,Site 252,USA,AMERICA,7,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.250760916348051e-18
Study_4,Site 253,USA,AMERICA,5,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.8873770778000986e-19
Study_4,Site 254,USA,AMERICA,5,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.7443914571294697e-18
Study_4,Site 255,USA,AMERICA,18,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.8822505951560362e-18
Study_4,Site 256,USA,AMERICA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.8762291110292744e-19
Study_4,Site 257,USA,AMERICA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3691631706922861e-19
Study_4,Site 258,USA,AMERICA,7,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.744692399278894e-19
Study_4,Site 3,KOR,ASIA,19,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.313200940858773e-19
Study_4,Site 4,KOR,ASIA,19,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.83221080855831e-18
Study_4,Site 43,TWN,ASIA,9,Low,0,Cluster_0_Low_Risk,0.9999971022750138,0.0,2.89772498601076e-06
Study_4,Site 47,SGP,ASIA,11,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.265361599370018e-19
Study_4,Site 87,AUT,EMEA,35,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.4198077979194034e-19
Study_4,Site 91,CAN,AMERICA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.872260174309034e-18
Study_4,Site 92,CAN,AMERICA,14,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.2558321214886884e-19
Study_5,Site 14,AUT,EMEA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,3.772020175274842e-281
Study_5,Site 15,AUT,EMEA,7,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999957587491,4.24125109343623e-09
Study_5,Site 165,ARG,AMERICA,8,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999628707286,3.712927206347496e-08
Study_5,Site 179,USA,AMERICA,4,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,6.5788051084011885e-28
Study_5,Site 18,USA,AMERICA,6,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999991054374,8.945632520565335e-10
Study_5,Site 180,USA,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.362370021526113e-15,6.802990280676712e-25
Study_5,Site 181,USA,AMERICA,14,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999979775342,2.022466184798715e-09
Study_5,Site 187,USA,AMERICA,6,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.999999997751523,2.2484773900867984e-09
Study_5,Site 189,USA,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,3.008347953641475e-15,5.456459601344209e-25
Study_5,Site 19,USA,AMERICA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,1.1117844162112407e-20
Study_5,Site 191,JPN,ASIA,11,Medium,1,Cluster_1_High_Risk_Elevated_DQI,4.6594538371635125e-62,0.9999999997961186,2.0388221371170183e-10
Study_5,Site 192,JPN,ASIA,11,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999935375552,6.462445539789887e-09
Study_5,Site 193,JPN,ASIA,15,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999970065918,2.993408797049058e-09
Study_5,Site 196,JPN,ASIA,4,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999999515623,4.8437833745655914e-11
Study_5,Site 197,JPN,ASIA,7,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999976419929,2.3580079750378584e-09
Study_5,Site 198,JPN,ASIA,4,High,2,Cluster_2_Average,0.0,1.2001415818763291e-21,1.0
Study_5,Site 2,AUS,ASIA,5,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,1.4574274236352286e-30
Study_5,Site 200,JPN,ASIA,11,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999995186624,4.813378524623563e-10
Study_5,Site 24,USA,AMERICA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,1.150643916704146e-14,5.360606771191784e-25
Study_5,Site 25,JPN,ASIA,7,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999993075264,6.924736682183431e-10
Study_5,Site 259,AUS,ASIA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999987457286,1.2542708171706785e-09
Study_5,Site 260,SGP,ASIA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.362370021526113e-15,6.802990280676712e-25
Study_5,Site 261,SGP,ASIA,14,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999999185611,8.143875960802921e-11
Study_5,Site 262,TWN,ASIA,9,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999991298729,8.701273013340027e-10
Study_5,Site 263,TWN,ASIA,9,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999941534874,5.846513354163489e-09
Study_5,Site 264,TWN,ASIA,9,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,2.166906009229191e-15,1.762709030307849e-25
Study_5,Site 265,TWN,ASIA,8,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999972674622,2.7325375033025246e-09
Study_5,Site 266,MYS,ASIA,7,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999915404789,8.459520542990957e-09
Study_5,Site 267,MYS,ASIA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.999999987549149,1.2450851435778633e-08
Study_5,Site 268,BEL,EMEA,16,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999953111587,4.6888404879401015e-09
Study_5,Site 269,BEL,EMEA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,1.080284739322291e-14,6.276336818562454e-25
Study_5,Site 270,CZE,EMEA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,1.150643916704146e-14,5.360606771191784e-25
Study_5,Site 271,CZE,EMEA,12,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999953741074,4.6258922723193355e-09
Study_5,Site 272,CZE,EMEA,6,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.655885702344577e-15,2.992330237141027e-25
Study_5,Site 273,FRA,EMEA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,1.0042144240916722e-14,6.06728930373175e-25
Study_5,Site 274,FRA,EMEA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,1.6422703089241573e-26
Study_5,Site 275,FRA,EMEA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.362370021526113e-15,6.802990280676712e-25
Study_5,Site 276,FRA,EMEA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.362370021526113e-15,6.802990280676712e-25
Study_5,Site 277,FRA,EMEA,11,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999999997016,2.9917357696244114e-13
Study_5,Site 278,FRA,EMEA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,7.87280524383183e-15,3.680142163418987e-25
Study_5,Site 279,DEU,EMEA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,1.0968268666505459e-14,5.2455336330682825e-25
Study_5,Site 28,AUS,ASIA,5,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999962094712,3.7905292458516225e-09
Study_5,Site 280,DEU,EMEA,6,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999996467661,3.53234544107237e-10
Study_5,Site 281,DEU,EMEA,3,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,1.4966029806516617e-21
Study_5,Site 282,DEU,EMEA,8,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999997755644,2.244349303492988e-10
Study_5,Site 283,DEU,EMEA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999999989679,1.032548275752331e-12
Study_5,Site 284,HUN,EMEA,8,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999998928324,1.0716712690539939e-10
Study_5,Site 285,HUN,EMEA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.362370021526113e-15,6.802990280676712e-25
Study_5,Site 286,HUN,EMEA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,7.263233023411811e-15,3.5593650136107624e-25
Study_5,Site 287,ISR,EMEA,7,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999999483329,5.166766509329656e-11
Study_5,Site 288,ISR,EMEA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,1.198978417981681e-93
Study_5,Site 289,ISR,EMEA,6,Medium,0,Cluster_0_Low_Risk,0.9999865844972653,1.3415502728847082e-05,5.8111584327101536e-15
Study_5,Site 290,ISR,EMEA,8,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999905132704,9.486730382554679e-09
Study_5,Site 291,ISR,EMEA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,1.0106702248898818e-14,4.478446333028903e-25
Study_5,Site 292,ITA,EMEA,4,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,2.629994443763563e-17
Study_5,Site 293,ITA,EMEA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.362370021526113e-15,6.802990280676712e-25
Study_5,Site 294,ITA,EMEA,3,Medium,1,Cluster_1_High_Risk_Elevated_DQI,2.5775025722579586e-27,0.9999999959438224,4.056178056334438e-09
Study_5,Site 295,ITA,EMEA,9,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,2.2569638556423966e-15,1.7883667939992307e-25
Study_5,Site 296,ITA,EMEA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,9.366597178871242e-15,5.883945344376219e-25
Study_5,Site 297,ITA,EMEA,28,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999873277989,1.2672201511642556e-08
Study_5,Site 298,SVK,EMEA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,1.355080930880275e-36
Study_5,Site 299,SVK,EMEA,12,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999983137862,1.686213436101351e-09
Study_5,Site 3,AUS,ASIA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,1.080284739322291e-14,6.276336818562454e-25
Study_5,Site 300,ESP,EMEA,36,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999672226748,3.2777325619543446e-08
Study_5,Site 301,ESP,EMEA,3,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999999997389,2.611204094115495e-13
Study_5,Site 302,ESP,EMEA,11,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999999257945,7.420603274957606e-11
Study_5,Site 303,ESP,EMEA,12,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999940573865,5.94261434768663e-09
Study_5,Site 304,ESP,EMEA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,1.150643916704146e-14,5.360606771191784e-25
Study_5,Site 305,ESP,EMEA,4,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999999711324,2.8867094110242023e-11
Study_5,Site 306,ESP,EMEA,17,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999927728709,7.227129794195866e-09
Study_5,Site 307,ESP,EMEA,15,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999721586249,2.7841374566607947e-08
Study_5,Site 308,GBR,EMEA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,4.672746051369526e-22
Study_5,Site 309,GBR,EMEA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,1.0605379630600268e-46
Study_5,Site 310,GBR,EMEA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,9.671697782801951e-32
Study_5,Site 311,CHE,EMEA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,1.5873170237217755e-30
Study_5,Site 312,CHE,EMEA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,7.991177727167427e-22
Study_5,Site 313,CHE,EMEA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,9.32108382724843e-56
Study_5,Site 314,NLD,EMEA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,5.357582123074893e-104
Study_5,Site 315,ARG,AMERICA,3,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,2.1472573558538937e-16
Study_5,Site 316,ARG,AMERICA,6,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,7.237168043932754e-16
Study_5,Site 317,CAN,AMERICA,11,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999984070858,1.5929148587981533e-09
Study_5,Site 318,CAN,AMERICA,5,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999999636557,3.6344698555089404e-11
Study_5,Site 319,CAN,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.48962540688216e-15,6.344394032618846e-25
